"Business.File.Number","License.Type","Entity.Name","Trade.Name","Facility.Zip.Code","ADDRESS"
"2012-BFN-1060832","Marijuana Grow Center","CG NETWORK, LLC","GROUNDSWELL","80216","4360 N VINE ST , DENVER, CO"
"2012-BFN-1060846","Marijuana Grow Center","KGBI COLORADO, LLC","SENSE OF HEALING","80223","150 N TEJON ST , DENVER, CO"
"2012-BFN-1061556","Marijuana Grow Center","FOX STREET WELLNESS LLC","FOX 5280","80216","4773 N FOX ST , DENVER, CO"
"2012-BFN-1061557","Marijuana Grow Center","PEAK HOLDINGS GROUP, LLC","PEAK","80239","3770 N PARIS ST , DENVER, CO"
"2012-BFN-1060763","Marijuana Grow Center","MADISON ENTERPRISES LLC","PINK HOUSE CHERRY","80239","10665 E 51ST AVE , DENVER, CO"
"2012-BFN-1060777","Marijuana Grow Center","ANIMAS HERBAL WELLNESS CENTER, INC","PROHIBITION HERB","80223","1115 S BANNOCK ST , DENVER, CO"
"2012-BFN-1060787","Marijuana Grow Center","HIGHLANDS WELLNESS CENTER, LLC","THE CLINIC HIGHLANDS","80223","2675 S SANTA  , DENVER, CO"
"2012-BFN-1061595","Marijuana Grow Center","TREATMENTS UNLIMITED, LLC","ALTITUDE EAST","80216","4550 N JACKSON ST , DENVER, CO"
"2013-BFN-1066099","Infrastructure Production Manufacturing","HEALTHY CREATION EDIBLES, LLC","","80223","1822 S Bannock  , DENVER, CO"
"2013-BFN-1069110","Marijuana Grow Center","DOCTORS ORDERS, LLC","DOCTOR'S ORDERS","80223","2323 S LIPAN ST , DENVER, CO"
"2013-BFN-1064835","Infrastructure Production Manufacturing","PEAK HOLDING GROUP, LLC","PEAK","80239","3770 N PARIS ST , DENVER, CO"
"2013-BFN-1068426","Infrastructure Production Manufacturing","LUCKY SWEETS, LLC","LUCKY EDIBLES","80205","3980 N FRANKLIN ST , DENVER, CO"
"2013-BFN-1068933","Retail Marijuana Store","CITI-MED, LLC","STARBUDS","80210","1640 E EVANS AVE , DENVER, CO"
"2013-BFN-1068936","Marijuana Grow Center","CITI-MED, LLC","STARBUDS","80216","4228 N YORK ST , DENVER, CO"
"2013-BFN-1069584","Marijuana Grow Center","THE GIVING TREE OF DENVER, LLC","","80223","1255 S HURON ST , DENVER, CO"
"2013-BFN-1068989","Infrastructure Production Manufacturing","LOVE'S OVEN, LLC","","80223","225 N MARIPOSA ST , DENVER, CO"
"2013-BFN-1069722","Marijuana Grow Center","4900 JACKSON, LLC","SUNDANCE GARDENS","80216","4900 N JACKSON ST , DENVER, CO"
"2013-BFN-1070230","Retail Marijuana Store","DENVER PATIENTS GROUP, LLC","LIVWELL","80205","2863  LARIMER ST , DENVER, CO"
"2013-BFN-1070234","Retail Marijuana Store","LIGHTSHADE LABS, LLC","LIGHTSHADE","80207","3950 N HOLLY ST , DENVER, CO"
"2013-BFN-1068896","Marijuana Grow Center","ALTERNATIVE MEDICINE ON CAPITOL HILL LLC","","80223","231 N WYANDOT ST , DENVER, CO"
"2013-BFN-1069063","Marijuana Grow Center","FUTUREVISION, LTD","MEDICINE MAN","80239","4750 N NOME ST , DENVER, CO"
"2013-BFN-1069384","Marijuana Grow Center","WDG, INC.","BEMINDFUL","80207","3880 N Holly ST , DENVER, CO"
"2012-BFN-1060563","Marijuana Grow Center","GREEN KIWI 1, LLC","LIVWELL","80216","5141 N FRANKLIN ST , DENVER, CO"
"2012-BFN-1060567","Marijuana Grow Center","TWOG-YORK LLC","BUDDY BOY","80216","5050 N YORK ST , DENVER, CO"
"2012-BFN-1060586","Marijuana Grow Center","COLORADO FARMS, INC.","LIGHTSHADE","80239","11975 E 40TH AVE , DENVER, CO"
"2012-BFN-1061087","Infrastructure Production Manufacturing","INFUZIONZ, LLC","NECTAR BEE","80216","4410 N WASHINGTON ST , DENVER, CO"
"2012-BFN-1061540","Marijuana Grow Center","KARMACEUTICALS, LLC","KARMACEUTICALS","80223","1355 S INCA ST , DENVER, CO"
"2012-BFN-1060829","Marijuana Grow Center","4095 SHELTER, LLC","4095 SHELTER, LLC","80204","695 N BRYANT ST , DENVER, CO"
"2012-BFN-1060767","Marijuana Grow Center","LIGHTSHADE LABS, LLC","LIGHTSHADE","80204","788 N VALLEJO ST , DENVER, CO"
"2012-BFN-1060779","Marijuana Grow Center","HIGH COUNTRY SUPPLY, LLC","COLORADO HARVEST COMPANY","80223","1178 S KALAMATH ST , DENVER, CO"
"2012-BFN-1060784","Marijuana Grow Center","GREEN LEAF, LLC","","80204","890 N NAVAJO ST , DENVER, CO"
"2012-BFN-1060811","Marijuana Grow Center","MJM HOLDINGS LIMITED","STICKY FINGERZ","80205","3954 N WILLIAMS ST , DENVER, CO"
"2012-BFN-1060535","Marijuana Grow Center","KAYAK CORP","AMSTERDAM CAFE","80223","1325 S INCA ST , DENVER, CO"
"2013-BFN-1066100","Marijuana Grow Center","H&J SERVICES, INC.","BEMINDFUL","80207","3880 N HOLLY ST , DENVER, CO"
"2010-BFN-1048331","Medical Marijuana Center","CURE MEDICAL PHARM, INC.","RIVERROCK","80204","990 W 6TH AVE , DENVER, CO"
"2010-BFN-1047913","Medical Marijuana Center","PERSONALIZED ORGANIC TREATMENTS, LLC","CANNA BOTICA","80223","219 N VALLEJO ST , DENVER, CO"
"2010-BFN-1045489","Medical Marijuana Center","4625 EAST COLFAX LLC","THE CLINIC ON COLFAX","80220","4625 E COLFAX AVE , DENVER, CO"
"2010-BFN-1045682","Medical Marijuana Center","DISCOUNT MEDICAL MARIJUANA, LLC","HIGH LEVEL HEALTH","80203","970 N LINCOLN ST , DENVER, CO"
"2010-BFN-1045695","Medical Marijuana Center","WELLNESS CENTER OF THE ROCKIES, INC.","","80224","6853  LEETSDALE DR , DENVER, CO"
"2010-BFN-1045740","Medical Marijuana Center","DOCTOR'S ORDERS, LLC","DOCTOR'S ORDERS","80211","1406 W 38TH AVE , DENVER, CO"
"2010-BFN-1045757","Medical Marijuana Center","FIREHOUSE ORGANICS NORTH, LLC","FIREHOUSE ORGANICS","80212","4401 N ZENOBIA ST , DENVER, CO"
"2010-BFN-1045701","Medical Marijuana Center","RJJ TOWER, LLC","NATIVE ROOTS DENVER AIRPORT","80249","7050 N TOWER RD , DENVER, CO"
"2010-BFN-1045510","Medical Marijuana Center","ALTERNATIVE MEDICINE ON CAPITOL HILL LLC","","80218","1301 N MARION ST , DENVER, CO"
"2010-BFN-1046035","Medical Marijuana Center","FIREHOUSE ORGANICS CENTRAL, LLC","FIREHOUSE ORGANICS","80204","543  BRYANT ST , DENVER, CO"
"2010-BFN-1045404","Medical Marijuana Center","DENVER PATIENTS GROUP, LLC","LIV WELL","80205","2863  LARIMER ST , DENVER, CO"
"2010-BFN-1048382","Medical Marijuana Center","505 CENTER, LLC","PURE MEDICAL DISPENSARY","80216","505 W 40TH AVE , DENVER, CO"
"2010-BFN-1048389","Medical Marijuana Center","PATIENTS PLUS, LLC","GENERATION HEALTH","80216","4500 N WASHINGTON ST , DENVER, CO"
"2010-BFN-1045767","Medical Marijuana Center","DELTA-9 DELIGHTS LLC","REEFER MADNESS","80216","4401 E 46th  , DENVER, CO"
"2012-BFN-1060939","Marijuana Grow Center","BIG TOE, LLC","FINE TREES","80239","5353 N JOLIET ST , DENVER, CO"
"2012-BFN-1060941","Marijuana Grow Center","KGBI COLORADO LLC","SENSE OF HEALING","80204","400 N QUIVAS ST , DENVER, CO"
"2012-BFN-1062011","Marijuana Grow Center","ALTERNATIVE MEDICINE ON CAPITOL HILL","","80223","211 N WYANDOT ST , DENVER, CO"
"2012-BFN-1060626","Marijuana Grow Center","FUTUREVISION, LTD.","MEDICINE MAN DENVER","80239","4750 N NOME ST , DENVER, CO"
"2012-BFN-1061058","Infrastructure Production Manufacturing","GREEN CROSS COLORADO, LLC","GREEN CROSS COLORADO",NA,"660 N BRYANT ST , DENVER, CO"
"2013-BFN-1064126","Marijuana Grow Center","LYONS FINEST CONFIDENTIAL CARE, LLC","","80239","11080 E 47TH AVE , DENVER, CO"
"2012-BFN-1061656","Marijuana Grow Center","RANGE, LLC","RANGE, LLC","80204","695 N BRYANT ST , DENVER, CO"
"2012-BFN-1061669","Infrastructure Production Manufacturing","LAB 710, LLC","LAB 710","80223","1346 W CEDAR AVE , DENVER, CO"
"2013-BFN-1064165","Infrastructure Production Manufacturing","GAIA'S GARDEN, LLC","GIA'S GARDEN","80216","4785 N ELATI ST , DENVER, CO"
"2012-BFN-1062451","Marijuana Grow Center","HERBAL OPTIONS, LLC","GOOD MEDS","80204","866 N NAVAJO ST , DENVER, CO"
"2012-BFN-1061009","Medical Marijuana Center","STONE T.M.C., LLC","THE STONE DISPENSARY","80219","4820  Morrison  , DENVER, CO"
"2013-BFN-1064539","Infrastructure Production Manufacturing","DRAGON ORIGINALS LLC","","80216","4093 N Jackson ST , DENVER, CO"
"2013-BFN-1065553","Marijuana Grow Center","3B-FEDERAL1, LLC","BUDDY BOY","80239","4600 N IRONTON ST , DENVER, CO"
"2013-BFN-1066526","Infrastructure Production Manufacturing","CLIINTEL CAPITAL GROUP, LLC","","80216","5156 N CLARKSON ST , DENVER, CO"
"2013-BFN-1069503","Infrastructure Production Manufacturing","CAREGIVERS FOR LIFE LLC","","80239","5124 N Havana  , DENVER, CO"
"2013-BFN-1064374","Marijuana Grow Center","XG PLATINUM CORPORATION","","80204","525 N Bryant  , DENVER, CO"
"2013-BFN-1069781","Marijuana Grow Center","OG MEDICINALS, LLC","","80239","4995 N LIMA ST , DENVER, CO"
"2013-BFN-1070415","Marijuana Grow Center","LEAN LLC","LEAN LLC","80223","1197 S BANNOCK ST , DENVER, CO"
"2013-BFN-1070417","Marijuana Grow Center","THE HERBAL CURE, LLC","","80223","2209 S JASON ST , DENVER, CO"
"2014-BFN-1071540","Infrastructure Production Manufacturing","COLORADO CANNABIS COMPANY, LLC","PURE MEDICAL DISPENSARY","80216","505 W 40th AVE , DENVER, CO"
"2014-BFN-1070674","Marijuana Grow Center","ROCKY MOUNTAIN WAYS LLC","GOOD MEDS","80204","866 N NAVAJO ST , DENVER, CO"
"2013-BFN-1068827","Infrastructure Production Manufacturing","CONSCIOUS CONFECTIONS, LLC","NATIVE ROOTS EXTRACTS","80204","680 N LIPAN ST , DENVER, CO"
"2013-BFN-1070319","Marijuana Grow Center","4940 CORPORATION LLC","THE GARDEN","80207","4940 E 39TH AVE , DENVER, CO"
"2014-BFN-1071313","Infrastructure Production Manufacturing","JULIE CAMILLE LLC","SWEET GRASS KITCHEN","80223","1135 S JASON ST , DENVER, CO"
"2013-BFN-1069340","Infrastructure Production Manufacturing","KEEN'S GREENS EDIBLES, LLC","","80223","1015 W EVANS AVE , DENVER, CO"
"2014-BFN-1071510","Retail Marijuana Store","L'EAGLE SERVICES LLC","L'EAGLE","80223","380 N Quivas ST , DENVER, CO"
"2014-BFN-1073525","Infrastructure Production Manufacturing","THCHOCOLATE, LLC","EVOLAB","80216","5231 N MONROE ST , DENVER, CO"
"2014-BFN-1074230","Marijuana Grow Center","SWEETWATER PARTNERS, LLC","WS THE RUBY","80223","1301 S CHEROKEE ST , DENVER, CO"
"2014-BFN-0004637","Marijuana Grow Center","J&R PARTNERS, LLC","NATIVE ROOTS VAIL","80216","4990 N DAHLIA ST , DENVER, CO"
"2014-BFN-0004596","Marijuana Grow Center","BGOOD VENTURES, LLC","BGOOD","80223","1031 W CENTER AVE , DENVER, CO"
"2014-BFN-0004813","Retail Marijuana Store","TWOG-WALNUT, LLC","BUDDY BOY","80205","3814  WALNUT ST , DENVER, CO"
"2014-BFN-0004598","Marijuana Grow Center","BGOOD VENTURES, LLC","BGOOD APOTHECARY","80223","2165 S KALAMATH ST , DENVER, CO"
"2013-BFN-1068990","Marijuana Grow Center","MAYFLOWER GROUP, LLC","THE HEALTH CENTER","80239","4825 N OAKLAND ST , DENVER, CO"
"2013-BFN-1068988","Retail Marijuana Store","MAYFLOWER GROUP, LLC","THE HEALTH CENTER","80218","1736 N DOWNING ST , DENVER, CO"
"2015-BFN-0000894","Infrastructure Production Manufacturing","COLORADO MEDICAL PROCESSING, LLC","COLORADO'S BEST DABS","80239","5475 N PEORIA ST , DENVER, CO"
"2013-BFN-1061080","Marijuana Grow Center","BEYOND BROADWAY, LLC","LIVWELL","80209","432 S BROADWAY  , DENVER, CO"
"2015-BFN-0000507","Retail Marijuana Store","GREEN AROUND YOU, LLC","GOLDEN MEDS, INC.","80224","970 S ONEIDA ST , DENVER, CO"
"2015-BFN-0000449","Marijuana Grow Center","UNIVERSAL HERBS, LLC","UNIVERSAL HERBS","80207","5959 E 39TH AVE , DENVER, CO"
"2015-BFN-0000254","Marijuana Grow Center","EVERGREEN ENTERPRISES, LTD.","","80223","1770 S ACOMA ST , DENVER, CO"
"2015-BFN-0002149","Retail Marijuana Store","URBAN HEALTH & WELLNESS, INC.","URBAN DISPENSARY","80211","2675 W 38TH AVE , DENVER, CO"
"2015-BFN-0002384","Marijuana Grow Center","LYONS FINEST CONFIDENTIAL CARE, LLC","TUMBLEWEED","80239","4695 N Kingston  , DENVER, CO"
"2015-BFN-0003251","Infrastructure Production Manufacturing","CG INDUSTRY, LLC","CG LABS","80216","4902 E SMITH RD , DENVER, CO"
"2015-BFN-0005032","Retail Marijuana Store","VITA MEDS LLC","MR. NICE GUYS","80216","4501 N ADAMS ST , DENVER, CO"
"2015-BFN-0006915","Marijuana Grow Center","ALTITUDE WELLNESS CENTER, LLC","NATURE'S HERBS AND WELLENESS DTC","80223","1131 S BANNOCK ST , DENVER, CO"
"2015-BFN-0007634","Marijuana Grow Center","J&P INVESTMENTS, LLC","NEWT BROTHERS ARTISANAL","80216","3850 E 48TH AVE , DENVER, CO"
"2015-BFN-0008232","Infrastructure Production Manufacturing","OVERMOUNT, LLC","","80216","4140 N YORK ST , DENVER, CO"
"2015-BFN-0008459","Marijuana Grow Center","Mx, LLC","","80239","3855 N QUENTIN ST , DENVER, CO"
"2016-BFN-0000781","Infrastructure Production Manufacturing","PEAK HOLDINGS GROUP, LLC","PEAK","80239","3770 N PARIS ST , DENVER, CO"
"2016-BFN-0002754","Marijuana Test Facility","TERRA HEALTH CARE LABS INC","AGRISCIENCE LABS","80222","2120 S BIRCH ST , DENVER, CO"
"2016-BFN-0005478","Infrastructure Production Manufacturing","EJB VENTURES, LLC","HARMONY EXTRACTS","80216","4237 N Josephine  , DENVER, CO"
"2016-BFN-0004802","Infrastructure Production Manufacturing","VENTURE PRODUCT CONSULTING, LLC","RIZE","80216","4242 N ELIZABETH ST , DENVER, CO"
"2016-BFN-0004546","Infrastructure Production Manufacturing","FOCUSED LABS, LLC","","80239","3795 N PARIS ST , DENVER, CO"
"2016-BFN-0007399","Marijuana Grow Center","DARK HORSE GENETICS, LLC","","80223","2145 S KALAMATH ST , DENVER, CO"
"2017-BFN-0000776","Marijuana Grow Center","WONDERLAND EDIBLES, LTD","WONDERLAND EDIBLES","80239","5475 N Peoria ST , DENVER, CO"
"2017-BFN-0003467","Infrastructure Production Manufacturing","COLORADO MOONROCKS LLC","","80216","3945 E 50th AVE , DENVER, CO"
"2017-BFN-0006139","Infrastructure Production Manufacturing","COLORADO MOONROCKS LLC","","80216","5095 N Colorado Blvd , DENVER, CO"
"2018-BFN-0002890","Retail Marijuana Store","KGBI COLORADO, LLC","SPARK DISPENSARY","80216","3900 E 48th Ave , DENVER, CO"
"2010-BFN-1045443","Medical Marijuana Center","ALLGREENS LLC","","80204","762 N KALAMATH ST , DENVER, CO"
"2010-BFN-1045918","Medical Marijuana Center","3B-KALAMATH, LLC","BUDDY BOY","80223","120 S KALAMATH ST , DENVER, CO"
"2010-BFN-1045802","Medical Marijuana Center","AMERICAN INDUSTRY, LLC","DENVER CLONE STORE","80219","755 S Federal BLVD , DENVER, CO"
"2010-BFN-1045803","Medical Marijuana Center","UNIVERSAL HERBS, LLC","UNIVERSAL HERBS","80205","800  PARK  , DENVER, CO"
"2012-BFN-1061346","Marijuana Grow Center","THE HERBAL CURE, LLC","","80223","2209 S JASON ST , DENVER, CO"
"2012-BFN-1063131","Infrastructure Production Manufacturing","WPJJ LLC","EUREKA VAPOR","80223","2190 S JASON ST , DENVER, CO"
"2012-BFN-1060730","Marijuana Grow Center","4625 EAST COLFAX, LLC","THE CLINIC ON COLFAX","80239","5098 N PARIS ST , DENVER, CO"
"2012-BFN-1063446","Infrastructure Production Manufacturing","JULIE CAMILLE, LLC","SWEET GRASS KITCHEN","80223","1135 S JASON ST , DENVER, CO"
"2012-BFN-1060981","Marijuana Grow Center","BK HOLDINGS, LLC","","80239","12001 E 37TH AVE , DENVER, CO"
"2012-BFN-1061089","Marijuana Grow Center","THE GREEN SOLUTION, LLC","","80216","4394 N GRAPE ST , DENVER, CO"
"2012-BFN-1062458","Marijuana Grow Center","LIVWELL III LLC","LIVWELL","80216","5141 N FRANKLIN ST , DENVER, CO"
"2012-BFN-1060792","Marijuana Grow Center","GREEN CROSS LLC","GREEN CROSS OF CHERRY CREEK","80216","5225 N MONROE ST , DENVER, CO"
"2012-BFN-1061544","Marijuana Grow Center","HERBAL ALTERNATIVES, LLC","NEW BROADSTERDAM","80210","2568 S BROADWAY  , DENVER, CO"
"2012-BFN-1060841","Marijuana Grow Center","UNIQUEITMINDS, INC.","CHRONORADO","80223","400 S Lipan ST , DENVER, CO"
"2012-BFN-1061550","Marijuana Grow Center","IHN HOLDINGS LLC","5280 WEEDERY LLC","80216","3895 E 45TH AVE , DENVER, CO"
"2012-BFN-1060765","Marijuana Grow Center","GREENER PASTURE COMPASSION CENTER, LLC","VERDE","80216","5000 E 41ST AVE , DENVER, CO"
"2012-BFN-1060785","Marijuana Grow Center","JOIS, LLC","Silver Stem Fine Cannabis","80204","2731 W SHORT PL , DENVER, CO"
"2012-BFN-1060821","Marijuana Grow Center","JVJC HOLDINGS II, LLC","","80239","11155 E 51ST AVE , DENVER, CO"
"2012-BFN-1061597","Marijuana Grow Center","WELLNESS CENTER OF THE ROCKIES, INC.","","80223","2130 S LIPAN ST , DENVER, CO"
"2012-BFN-1063198","Infrastructure Production Manufacturing","CANNA ELIXIRS, LLC","","80223","1940 W MISSISSIPPI AVE , DENVER, CO"
"2013-BFN-1066101","Marijuana Grow Center","TR SCIENTIFIC, LLC","","80207","3880 N HOLLY ST , DENVER, CO"
"2013-BFN-1068716","Infrastructure Production Manufacturing","MMJ CHEROKEE, LLC","MMJ AMERICA CHEROKEE","80223","1155 S CHEROKEE ST , DENVER, CO"
"2013-BFN-1068350","Marijuana Grow Center","MILE HIGH MEDICAL, LLC","MMJ AMERCIA UPTOWN","80205","2042  ARAPAHOE ST , DENVER, CO"
"2013-BFN-1068870","Marijuana Grow Center","L3ASTOCKCOMPLEX LLC","EUFLORA","80216","4305 N BRIGHTON BLVD , DENVER, CO"
"2013-BFN-1070229","Retail Marijuana Store","BEYOND BROADWAY, LLC","LIVWELL","80209","432 S BROADWAY  , DENVER, CO"
"2013-BFN-1069061","Infrastructure Production Manufacturing","CONSCIOUS CONFECTIONS, LLC","NATIVE ROOTS EXTRACTS","80204","680 N LIPAN ST , DENVER, CO"
"2013-BFN-1069062","Retail Marijuana Store","FUTUREVISION, LTD","MEDICINE MAN","80239","4750 N NOME ST , DENVER, CO"
"2013-BFN-1069435","Retail Marijuana Store","KAZIMER LLC","BUD CELLAR","80216","6666 E Stapleton DR , DENVER, CO"
"2013-BFN-1069001","Infrastructure Production Manufacturing","MMJ CHEROKEE, LLC","MMJ AMERICA CHEROKEE","80223","1155 S CHEROKEE ST , DENVER, CO"
"2013-BFN-1069038","Retail Marijuana Store","CJJ SERVICES, LLC","SACRED SEED","80222","5885 E EVANS AVE , DENVER, CO"
"2013-BFN-1069459","Retail Marijuana Store","GANJA GOURMET, LLC","GANJA GOURMET","80210","1810 S BROADWAY  , DENVER, CO"
"2013-BFN-1069083","Marijuana Grow Center","CARRICK-HARVEST, LLC","","80239","4705 N OAKLAND ST , DENVER, CO"
"2013-BFN-1068767","Marijuana Grow Center","10185 RIDGE LLC","","80204","695 N BRYANT ST , DENVER, CO"
"2013-BFN-1069018","Retail Marijuana Store","TREATMENTS UNLIMITED, LLC","ALTITUDE EAST","80224","6858 E EVANS AVE , DENVER, CO"
"2013-BFN-1069565","Marijuana Grow Center","GREEN CROSS COLORADO, LLC","","80204","660 N BRYANT ST , DENVER, CO"
"2014-BFN-0004098","Medical Marijuana Center","BIG TOE LLC","FINE TREES","80239","5353 N JOLIET ST , DENVER, CO"
"2015-BFN-0001350","Retail Marijuana Store","PG RETAIL I LLC","MILE HIGH GREEN CROSS","80203","852 N BROADWAY  , DENVER, CO"
"2015-BFN-0006195","Marijuana Grow Center","SOUTHWEST ALTERNATIVE CARE, LLC","","80223","1075 S FOX ST , DENVER, CO"
"2015-BFN-0007671","Marijuana Grow Center","RJJ FRISCO, LLC","NATIVE ROOTS FRISCO","80216","4990 N DAHLIA ST , DENVER, CO"
"2015-BFN-0008068","Marijuana Grow Center","EVOLUTIONARY HOLDINGS LLC","CHAMPION CANNABIS","80216","5231 N MONROE ST , DENVER, CO"
"2016-BFN-0004283","Infrastructure Production Manufacturing","EJB VENTURES, LLC","HARMONY EXTRACTS","80223","121 N MARIPOSA ST , DENVER, CO"
"2016-BFN-0004178","Infrastructure Production Manufacturing","GOOD LIFE, COLORADO LLC","GOOD LIFE PRODUCTS","80239","5475 N PEORIA ST , DENVER, CO"
"2016-BFN-0003367","Retail Marijuana Store","UNIVERSAL HERBS, LLC","UNIVERSAL HERBS","80223","755 S JASON ST , DENVER, CO"
"2016-BFN-0004370","Infrastructure Production Manufacturing","AVICENNA PRODUCTS LLC","HIGH TECH CONCENTRATES","80207","3950 N GRAPE ST , DENVER, CO"
"2016-BFN-0004377","Marijuana Grow Center","GUARANTEED GREEN LTD","OLIO","80239","4800 N OAKLAND ST , DENVER, CO"
"2016-BFN-0006284","Retail Marijuana Store","TRILL EVOLUTIONS, LLC","TRILL EVOLUTIONS","80239","5550 N Joliet  , DENVER, CO"
"2017-BFN-0002986","Marijuana Grow Center","EJB VENTURES, LLC","HARMONY EXTRACTS","80223","121 N Mariposa ST , DENVER, CO"
"2017-BFN-0002863","Marijuana Grow Center","ANIMAS HERBAL WELLNESS CENTER INC.","","80223","1101 S BANNOCK ST , DENVER, CO"
"2017-BFN-0003112","Infrastructure Production Manufacturing","SUSAN & STEPH INC","JADE & JANE","80223","1275 S Cherokee ST , DENVER, CO"
"2017-BFN-0002554","Retail Marijuana Store","GREENER PASTURE COMPASSION CENTER LLC","VERDE NATURAL","80220","5101 E COLFAX AVE , DENVER, CO"
"2010-BFN-1045923","Medical Marijuana Center","HOBBY FARMS LLC","A CUT ABOVE","80210","1911 S BROADWAY  , DENVER, CO"
"2010-BFN-1045926","Medical Marijuana Center","COMPASSIONATE CARE GIVERS, INC.","ROCKY MOUNTAIN HIGH","80202","1538  WAZEE ST , DENVER, CO"
"2010-BFN-1047947","Medical Marijuana Center","GREEN KIWI 2, LLC","LIVWELL","80205","3980 N FRANKLIN ST , DENVER, CO"
"2010-BFN-1045491","Medical Marijuana Center","HOLLY MEDICINAL SERVICES,LLC","THE CLINIC ON COLORADO","80222","2020 S COLORADO BLVD , DENVER, CO"
"2010-BFN-1045692","Medical Marijuana Center","ALTERNATIVE MEDICINE ON THE MALL, LLC","NATIVE ROOTS APOTHECARY","80202","910  16TH ST , DENVER, CO"
"2010-BFN-1045725","Medical Marijuana Center","PATIENT'S CHOICE OF COLORADO LLC","","80210","2251 S BROADWAY  , DENVER, CO"
"2010-BFN-1045738","Medical Marijuana Center","PLATTE VALLEY DISPENSARY, LLC","PLATTE VALLEY DISPENSARY","80211","2301  7TH ST , DENVER, CO"
"2010-BFN-1045638","Medical Marijuana Center","GREENER PASTURE COMPASSION CENTER, LLC","VERDE NATURAL","80220","5101 E COLFAX AVE , DENVER, CO"
"2010-BFN-1045517","Medical Marijuana Center","GREEN KIWI 2, LLC","LIVWELL","80203","1660 N PEARL ST , DENVER, CO"
"2010-BFN-1045837","Medical Marijuana Center","HIGH COUNTRY SUPPLY, LLC","COLORADO HARVEST COMPANY","80210","1568 S BROADWAY  , DENVER, CO"
"2010-BFN-1045840","Medical Marijuana Center","MILE HIGH MEDICAL, LLC","MMJ AMERICA UPTOWN","80205","2042  ARAPAHOE ST , DENVER, CO"
"2010-BFN-1045847","Medical Marijuana Center","ROYAL ASSET MANAGEMENT, LLC","ROYAL RESIN","80219","2949 W ALAMEDA AVE , DENVER, CO"
"2010-BFN-1045863","Medical Marijuana Center","D&D CONSULTING INC.","SOUTHWEST ALTERNATIVE CARE FOX ST","80223","1075 S FOX ST , DENVER, CO"
"2010-BFN-1045706","Medical Marijuana Center","KARMACEUTICALS LLC","KARMACEUTICALS","80223","4 S SANTA DR , DENVER, CO"
"2010-BFN-1045413","Medical Marijuana Center","COLORADO CANNABIS COMPANY, LLC","PURE MEDICAL DISPENSARY","80204","1133 N BANNOCK ST , DENVER, CO"
"2010-BFN-1045779","Medical Marijuana Center","RJJ SANTA FE, LLC","NATIVE ROOTS SANTA FE","80223","2645 S Santa DR , DENVER, CO"
"2010-BFN-1045781","Medical Marijuana Center","SWEETWATER PARTNERS, LLC","GOOD CHEMISTRY","80203","330 E COLFAX AVE , DENVER, CO"
"2010-BFN-1045795","Medical Marijuana Center","BACK TO THE GARDEN HEALTH & WELLNESS CENTER, LLC.","BACK TO THE GARDEN","80210","1755 S BROADWAY  , DENVER, CO"
"2010-BFN-1045797","Medical Marijuana Center","COLORADO WELLNESS INC","","80210","2057 S BROADWAY  , DENVER, CO"
"2012-BFN-1060948","Marijuana Grow Center","LITTLE GREEN PHARMACY INC","","80239","4575 N JOLIET ST , DENVER, CO"
"2012-BFN-1060506","Marijuana Grow Center","BUDDIES WELLNESS LLC","LA BODEGA","80223","1270 W Cedar  , DENVER, CO"
"2012-BFN-1060546","Marijuana Grow Center","OG MEDICINALS, LLC","","80239","4995 N LIMA ST , DENVER, CO"
"2012-BFN-1060547","Marijuana Grow Center","HG LTD","HIGHER GRADE","80216","501 W 40TH AVE , DENVER, CO"
"2012-BFN-1060621","Marijuana Grow Center","1617 WAZEE STREET, LLC","LODO WELLNESS CENTER","80202","1617  WAZEE ST , DENVER, CO"
"2012-BFN-1060624","Marijuana Grow Center","WDG, INC.","BEMINDFUL","80207","3880  HOLLY ST , DENVER, CO"
"2012-BFN-1060659","Marijuana Grow Center","PERSONALIZED ORGANIC TREATMENTS, LLC","","80239","11122 E 47TH AVE , DENVER, CO"
"2012-BFN-1061711","Marijuana Grow Center","3B-38, LLC","BUDDY BOY","80239","4600 N IRONTON ST , DENVER, CO"
"2012-BFN-1063162","Marijuana Grow Center","BEYOND BROADWAY, LLC","LIVWELL","80216","5141 N FRANKLIN ST , DENVER, CO"
"2012-BFN-1061643","Marijuana Grow Center","WASH PARK BOUTIQUE, LLC","LUCY SKY CANNABIS BOUTIQUE","80239","4525 N IRONTON ST , DENVER, CO"
"2012-BFN-1061672","Marijuana Grow Center","UNIVERSAL HERBS, LLC","UNIVERSAL HERBS","80207","5959 E 39TH AVE , DENVER, CO"
"2012-BFN-1061697","Marijuana Grow Center","EJB VENTURES, LLC","HARMONY EXTRACTS","80216","4237 N JOSEPHINE ST , DENVER, CO"
"2012-BFN-1061667","Marijuana Grow Center","JET BLACK ENTERPRISES","LEIFFA","80207","5775 E 39TH AVE , DENVER, CO"
"2012-BFN-1061570","Marijuana Grow Center","TREE OF WELLNESS, INC.","TREE OF WELLNESS","80216","3303 E 42ND AVE , DENVER, CO"
"2012-BFN-1061576","Marijuana Grow Center","LOTUS MEDICAL, LLC","","80216","4950 E 41ST AVE , DENVER, CO"
